m=1000 n=1000 k=100
QR AOCL: 2.5022029876708984e-02
QR Reference: 2.5105953216552734e-02
QR New: 2.1519184112548828e-02
QL AOCL: 2.4682044982910156e-02
QL Reference: 2.5452136993408203e-02
QL New: 2.2139072418212891e-02
RQ AOCL: 2.8357028961181641e-02
RQ Reference: 2.9146909713745117e-02
RQ New: 2.2908926010131836e-02
LQ AOCL: 2.8069972991943359e-02
LQ Reference: 2.6956081390380859e-02
LQ New: 2.2078990936279297e-02
Double Precision
QR AOCL: 4.3455123901367188e-02
QR Reference: 4.3606996536254883e-02
QR New: 3.6020994186401367e-02
QL AOCL: 4.3583869934082031e-02
QL Reference: 4.4144153594970703e-02
QL New: 3.5753011703491211e-02
RQ AOCL: 4.8025846481323242e-02
RQ Reference: 4.8740863800048828e-02
RQ New: 4.0141820907592773e-02
LQ AOCL: 4.7157049179077148e-02
LQ Reference: 4.3468952178955078e-02
LQ New: 4.0430068969726562e-02
Single Complex Precision
QR AOCL: 8.0765962600708008e-02
QR Reference: 8.1204175949096680e-02
QR New: 6.7876100540161133e-02
QL AOCL: 7.7316999435424805e-02
QL Reference: 7.8549861907958984e-02
QL New: 6.7234992980957031e-02
RQ AOCL: 7.5258016586303711e-02
RQ Reference: 7.6200008392333984e-02
RQ New: 6.8628072738647461e-02
LQ AOCL: 7.6095104217529297e-02
LQ Reference: 7.7197074890136719e-02
LQ New: 6.8893909454345703e-02
Double Complex Precision
QR AOCL: 1.5541505813598633e-01
QR Reference: 1.5530896186828613e-01
QR New: 1.1760115623474121e-01
QL AOCL: 1.5815114974975586e-01
QL Reference: 1.5861201286315918e-01
QL New: 1.1798095703125000e-01
RQ AOCL: 1.6333794593811035e-01
RQ Reference: 1.6347599029541016e-01
RQ New: 1.3288807868957520e-01
LQ AOCL: 1.5886688232421875e-01
LQ Reference: 1.6041898727416992e-01
LQ New: 1.3301420211791992e-01
Single Precision
QR AOCL: 2.4856090545654297e-02
QR Reference: 2.4966955184936523e-02
QR New: 2.1566152572631836e-02
QL AOCL: 2.4609804153442383e-02
QL Reference: 2.5440931320190430e-02
QL New: 2.2216081619262695e-02
RQ AOCL: 2.8071880340576172e-02
RQ Reference: 2.8887033462524414e-02
RQ New: 2.2785902023315430e-02
LQ AOCL: 2.7634143829345703e-02
LQ Reference: 2.6468992233276367e-02
LQ New: 2.1925926208496094e-02
Double Precision
QR AOCL: 4.3545961380004883e-02
QR Reference: 4.3816804885864258e-02
QR New: 3.5784006118774414e-02
QL AOCL: 4.3529987335205078e-02
QL Reference: 4.4233083724975586e-02
QL New: 3.5922050476074219e-02
RQ AOCL: 4.8145055770874023e-02
RQ Reference: 4.8864126205444336e-02
RQ New: 4.0374040603637695e-02
LQ AOCL: 4.7079086303710938e-02
LQ Reference: 4.3505907058715820e-02
LQ New: 4.0290117263793945e-02
Single Complex Precision
QR AOCL: 8.1985950469970703e-02
QR Reference: 8.1801891326904297e-02
QR New: 6.7651033401489258e-02
QL AOCL: 7.7458143234252930e-02
QL Reference: 7.8516960144042969e-02
QL New: 6.7221879959106445e-02
RQ AOCL: 7.5325012207031250e-02
RQ Reference: 7.6154947280883789e-02
RQ New: 6.8654775619506836e-02
LQ AOCL: 7.6228857040405273e-02
LQ Reference: 7.7208995819091797e-02
LQ New: 6.8750143051147461e-02
Double Complex Precision
QR AOCL: 1.5582203865051270e-01
QR Reference: 1.5558004379272461e-01
QR New: 1.1796784400939941e-01
QL AOCL: 1.5813517570495605e-01
QL Reference: 1.5891098976135254e-01
QL New: 1.1817598342895508e-01
RQ AOCL: 1.6288781166076660e-01
RQ Reference: 1.6300606727600098e-01
RQ New: 1.3377094268798828e-01
LQ AOCL: 1.5841794013977051e-01
LQ Reference: 1.5957903861999512e-01
LQ New: 1.3415098190307617e-01
Single Precision
QR AOCL: 2.5349855422973633e-02
QR Reference: 2.5240898132324219e-02
QR New: 2.1510124206542969e-02
QL AOCL: 2.4494171142578125e-02
QL Reference: 2.5246858596801758e-02
QL New: 2.2191047668457031e-02
RQ AOCL: 2.7936220169067383e-02
RQ Reference: 2.8801202774047852e-02
RQ New: 2.2763013839721680e-02
LQ AOCL: 2.7722120285034180e-02
LQ Reference: 2.6783943176269531e-02
LQ New: 2.1907091140747070e-02
Double Precision
QR AOCL: 4.3337106704711914e-02
QR Reference: 4.3565988540649414e-02
QR New: 3.5897016525268555e-02
QL AOCL: 4.3290138244628906e-02
QL Reference: 4.4261932373046875e-02
QL New: 3.5778045654296875e-02
RQ AOCL: 4.7652006149291992e-02
RQ Reference: 4.8534870147705078e-02
RQ New: 4.0011167526245117e-02
LQ AOCL: 4.6956062316894531e-02
LQ Reference: 4.3339967727661133e-02
LQ New: 4.0228128433227539e-02
Single Complex Precision
QR AOCL: 8.0817937850952148e-02
QR Reference: 8.1017017364501953e-02
QR New: 6.7588090896606445e-02
QL AOCL: 7.7238082885742188e-02
QL Reference: 7.8503131866455078e-02
QL New: 6.7203044891357422e-02
RQ AOCL: 7.5261116027832031e-02
RQ Reference: 7.6157093048095703e-02
RQ New: 6.8391799926757812e-02
LQ AOCL: 7.6107978820800781e-02
LQ Reference: 7.7046871185302734e-02
LQ New: 6.8672895431518555e-02
Double Complex Precision
QR AOCL: 1.5524411201477051e-01
QR Reference: 1.5501499176025391e-01
QR New: 1.1753606796264648e-01
QL AOCL: 1.5781521797180176e-01
QL Reference: 1.5846204757690430e-01
QL New: 1.1786007881164551e-01
RQ AOCL: 1.6238498687744141e-01
RQ Reference: 1.6253709793090820e-01
RQ New: 1.3281893730163574e-01
LQ AOCL: 1.5961599349975586e-01
LQ Reference: 1.5971398353576660e-01
LQ New: 1.3308215141296387e-01
Single Precision
QR AOCL: 2.5086879730224609e-02
QR Reference: 2.5244951248168945e-02
QR New: 2.1770954132080078e-02
QL AOCL: 2.4809122085571289e-02
QL Reference: 2.5745868682861328e-02
QL New: 2.2358894348144531e-02
RQ AOCL: 2.9031991958618164e-02
RQ Reference: 2.9851913452148438e-02
RQ New: 2.3852109909057617e-02
LQ AOCL: 2.8609991073608398e-02
LQ Reference: 2.7949094772338867e-02
LQ New: 2.2500038146972656e-02
Double Precision
QR AOCL: 4.3629169464111328e-02
QR Reference: 4.3799877166748047e-02
QR New: 3.5992145538330078e-02
QL AOCL: 4.3506860733032227e-02
QL Reference: 4.4148921966552734e-02
QL New: 3.5776853561401367e-02
RQ AOCL: 4.8064947128295898e-02
RQ Reference: 4.9139976501464844e-02
RQ New: 4.0812969207763672e-02
LQ AOCL: 4.7611951828002930e-02
LQ Reference: 4.4260025024414062e-02
LQ New: 4.1233062744140625e-02
Single Complex Precision
QR AOCL: 8.1429004669189453e-02
QR Reference: 8.1413984298706055e-02
QR New: 6.7739963531494141e-02
QL AOCL: 7.7816963195800781e-02
QL Reference: 7.8261852264404297e-02
QL New: 6.7379951477050781e-02
RQ AOCL: 7.5552940368652344e-02
RQ Reference: 7.6308965682983398e-02
RQ New: 6.8521022796630859e-02
LQ AOCL: 7.6277017593383789e-02
LQ Reference: 7.7171087265014648e-02
LQ New: 6.8735837936401367e-02
Double Complex Precision
QR AOCL: 1.5504813194274902e-01
QR Reference: 1.5532994270324707e-01
QR New: 1.1777997016906738e-01
QL AOCL: 1.5798306465148926e-01
QL Reference: 1.5897011756896973e-01
QL New: 1.1827492713928223e-01
RQ AOCL: 1.6400694847106934e-01
RQ Reference: 1.6430187225341797e-01
RQ New: 1.3248205184936523e-01
LQ AOCL: 1.5987610816955566e-01
LQ Reference: 1.6119599342346191e-01
LQ New: 1.3259387016296387e-01
Single Precision
QR AOCL: 2.4794101715087891e-02
QR Reference: 2.5129079818725586e-02
QR New: 2.1617889404296875e-02
QL AOCL: 2.4684906005859375e-02
QL Reference: 2.5411128997802734e-02
QL New: 2.2224903106689453e-02
RQ AOCL: 2.8242111206054688e-02
RQ Reference: 2.9006004333496094e-02
RQ New: 2.2879838943481445e-02
LQ AOCL: 2.7977943420410156e-02
LQ Reference: 2.7178049087524414e-02
LQ New: 2.2114038467407227e-02
Double Precision
QR AOCL: 4.3294906616210938e-02
QR Reference: 4.3517112731933594e-02
QR New: 3.5834074020385742e-02
QL AOCL: 4.3389081954956055e-02
QL Reference: 4.4129848480224609e-02
QL New: 3.5826206207275391e-02
RQ AOCL: 4.7723054885864258e-02
RQ Reference: 4.8557996749877930e-02
RQ New: 4.0096998214721680e-02
LQ AOCL: 4.7178983688354492e-02
LQ Reference: 4.3565988540649414e-02
LQ New: 4.0329933166503906e-02
Single Complex Precision
QR AOCL: 8.0629110336303711e-02
QR Reference: 8.0925941467285156e-02
QR New: 6.7869186401367188e-02
QL AOCL: 7.7471971511840820e-02
QL Reference: 7.8461170196533203e-02
QL New: 6.7249059677124023e-02
RQ AOCL: 7.5341939926147461e-02
RQ Reference: 7.6277971267700195e-02
RQ New: 6.8772077560424805e-02
LQ AOCL: 7.6323032379150391e-02
LQ Reference: 7.7169895172119141e-02
LQ New: 6.8521976470947266e-02
Double Complex Precision
QR AOCL: 1.5521311759948730e-01
QR Reference: 1.5529704093933105e-01
QR New: 1.1817502975463867e-01
QL AOCL: 1.5790390968322754e-01
QL Reference: 1.5850996971130371e-01
QL New: 1.1770105361938477e-01
RQ AOCL: 1.6295313835144043e-01
RQ Reference: 1.6276788711547852e-01
RQ New: 1.3280200958251953e-01
LQ AOCL: 1.5881109237670898e-01
LQ Reference: 1.6027808189392090e-01
LQ New: 1.3295292854309082e-01
Single Precision
QR AOCL: 2.4467945098876953e-02
QR Reference: 2.4995088577270508e-02
QR New: 2.1526813507080078e-02
QL AOCL: 2.4693965911865234e-02
QL Reference: 2.5402069091796875e-02
QL New: 2.2216081619262695e-02
RQ AOCL: 2.8599023818969727e-02
RQ Reference: 2.9296875000000000e-02
RQ New: 2.3185968399047852e-02
LQ AOCL: 2.7879953384399414e-02
LQ Reference: 2.6727914810180664e-02
LQ New: 2.2017955780029297e-02
Double Precision
QR AOCL: 4.3484210968017578e-02
QR Reference: 4.3790817260742188e-02
QR New: 3.5894155502319336e-02
QL AOCL: 4.3479204177856445e-02
QL Reference: 4.3962955474853516e-02
QL New: 3.5655021667480469e-02
RQ AOCL: 4.7538995742797852e-02
RQ Reference: 4.8413038253784180e-02
RQ New: 3.9896965026855469e-02
LQ AOCL: 4.7334194183349609e-02
LQ Reference: 4.3962955474853516e-02
LQ New: 4.0949106216430664e-02
Single Complex Precision
QR AOCL: 8.1124067306518555e-02
QR Reference: 8.1021070480346680e-02
QR New: 6.7692041397094727e-02
QL AOCL: 7.7533006668090820e-02
QL Reference: 7.8953981399536133e-02
QL New: 6.7146062850952148e-02
RQ AOCL: 7.5309038162231445e-02
RQ Reference: 7.6236963272094727e-02
RQ New: 6.8481922149658203e-02
LQ AOCL: 7.6014041900634766e-02
LQ Reference: 7.6942920684814453e-02
LQ New: 6.8739175796508789e-02
Double Complex Precision
QR AOCL: 1.5515613555908203e-01
QR Reference: 1.5544986724853516e-01
QR New: 1.1761784553527832e-01
QL AOCL: 1.5794205665588379e-01
QL Reference: 1.5844106674194336e-01
QL New: 1.1761307716369629e-01
RQ AOCL: 1.6302394866943359e-01
RQ Reference: 1.6383695602416992e-01
RQ New: 1.3288784027099609e-01
LQ AOCL: 1.6044998168945312e-01
LQ Reference: 1.6074204444885254e-01
LQ New: 1.3311004638671875e-01
m=1000 n=1000 k=600
Testing file ran 10 times
Single Precision
QR AOCL: 2.4535894393920898e-02
QR Reference: 2.4960041046142578e-02
QR New: 2.4452924728393555e-02
QL AOCL: 2.4513959884643555e-02
QL Reference: 2.5393962860107422e-02
QL New: 2.4346113204956055e-02
RQ AOCL: 2.8697967529296875e-02
RQ Reference: 2.9592990875244141e-02
RQ New: 2.4877071380615234e-02
LQ AOCL: 2.8258800506591797e-02
LQ Reference: 2.8979063034057617e-02
LQ New: 2.4862051010131836e-02
Double Precision
QR AOCL: 4.3005943298339844e-02
QR Reference: 4.3653011322021484e-02
QR New: 3.8896799087524414e-02
QL AOCL: 4.3482065200805664e-02
QL Reference: 4.4317007064819336e-02
QL New: 3.8739919662475586e-02
RQ AOCL: 5.0935029983520508e-02
RQ Reference: 5.1975011825561523e-02
RQ New: 4.2454004287719727e-02
LQ AOCL: 5.0123929977416992e-02
LQ Reference: 4.8288106918334961e-02
LQ New: 4.2855024337768555e-02
Single Complex Precision
QR AOCL: 8.0723047256469727e-02
QR Reference: 8.1347942352294922e-02
QR New: 7.3373079299926758e-02
QL AOCL: 7.8970909118652344e-02
QL Reference: 7.9837083816528320e-02
QL New: 7.3090791702270508e-02
RQ AOCL: 7.7231884002685547e-02
RQ Reference: 7.8474998474121094e-02
RQ New: 7.4614048004150391e-02
LQ AOCL: 7.8072071075439453e-02
LQ Reference: 7.9050064086914062e-02
LQ New: 7.4553966522216797e-02
Double Complex Precision
QR AOCL: 1.6254496574401855e-01
QR Reference: 1.6299510002136230e-01
QR New: 1.2771701812744141e-01
QL AOCL: 1.6506195068359375e-01
QL Reference: 1.6567897796630859e-01
QL New: 1.2800979614257812e-01
RQ AOCL: 1.6601610183715820e-01
RQ Reference: 1.8215703964233398e-01
RQ New: 1.5108680725097656e-01
LQ AOCL: 1.9543981552124023e-01
LQ Reference: 1.7849779129028320e-01
LQ New: 1.5601301193237305e-01
Single Precision
QR AOCL: 2.4764060974121094e-02
QR Reference: 2.5213003158569336e-02
QR New: 2.4530887603759766e-02
QL AOCL: 2.4615049362182617e-02
QL Reference: 2.5518894195556641e-02
QL New: 2.4365186691284180e-02
RQ AOCL: 2.8825998306274414e-02
RQ Reference: 3.0227899551391602e-02
RQ New: 2.5325059890747070e-02
LQ AOCL: 2.8903007507324219e-02
LQ Reference: 3.0106067657470703e-02
LQ New: 2.6090860366821289e-02
Double Precision
QR AOCL: 4.3166160583496094e-02
QR Reference: 4.3551921844482422e-02
QR New: 3.8920879364013672e-02
QL AOCL: 4.3641090393066406e-02
QL Reference: 4.4379949569702148e-02
QL New: 3.8847923278808594e-02
RQ AOCL: 5.1372051239013672e-02
RQ Reference: 5.1841020584106445e-02
RQ New: 4.3136119842529297e-02
LQ AOCL: 4.9441099166870117e-02
LQ Reference: 4.7991037368774414e-02
LQ New: 4.2580842971801758e-02
Single Complex Precision
QR AOCL: 8.0704927444458008e-02
QR Reference: 8.1573009490966797e-02
QR New: 7.3180913925170898e-02
QL AOCL: 7.7997922897338867e-02
QL Reference: 7.9993963241577148e-02
QL New: 7.3081970214843750e-02
RQ AOCL: 7.7761888504028320e-02
RQ Reference: 7.8153133392333984e-02
RQ New: 7.4329853057861328e-02
LQ AOCL: 7.7769041061401367e-02
LQ Reference: 7.8575134277343750e-02
LQ New: 7.4383974075317383e-02
Double Complex Precision
QR AOCL: 1.6206622123718262e-01
QR Reference: 1.6250991821289062e-01
QR New: 1.2841510772705078e-01
QL AOCL: 1.6666507720947266e-01
QL Reference: 1.6559314727783203e-01
QL New: 1.2798309326171875e-01
RQ AOCL: 1.6723489761352539e-01
RQ Reference: 1.6786217689514160e-01
RQ New: 1.4383006095886230e-01
LQ AOCL: 1.6528606414794922e-01
LQ Reference: 1.7231798171997070e-01
LQ New: 1.5226006507873535e-01
Single Precision
QR AOCL: 2.4178028106689453e-02
QR Reference: 2.5082111358642578e-02
QR New: 2.4474859237670898e-02
QL AOCL: 2.4562120437622070e-02
QL Reference: 2.5403022766113281e-02
QL New: 2.4389982223510742e-02
RQ AOCL: 2.9049873352050781e-02
RQ Reference: 2.9836893081665039e-02
RQ New: 2.5418996810913086e-02
LQ AOCL: 2.8399944305419922e-02
LQ Reference: 2.9012918472290039e-02
LQ New: 2.5102138519287109e-02
Double Precision
QR AOCL: 4.3729066848754883e-02
QR Reference: 4.3426990509033203e-02
QR New: 3.8864850997924805e-02
QL AOCL: 4.3498039245605469e-02
QL Reference: 4.4409990310668945e-02
QL New: 3.9020061492919922e-02
RQ AOCL: 5.0711154937744141e-02
RQ Reference: 5.1787137985229492e-02
RQ New: 4.2644023895263672e-02
LQ AOCL: 4.9920082092285156e-02
LQ Reference: 4.7644853591918945e-02
LQ New: 4.2587995529174805e-02
Single Complex Precision
QR AOCL: 8.1573963165283203e-02
QR Reference: 8.1660985946655273e-02
QR New: 7.3343992233276367e-02
QL AOCL: 7.8412055969238281e-02
QL Reference: 7.9923868179321289e-02
QL New: 7.3298931121826172e-02
RQ AOCL: 7.8212976455688477e-02
RQ Reference: 7.8289985656738281e-02
RQ New: 7.4625015258789062e-02
LQ AOCL: 7.8722000122070312e-02
LQ Reference: 7.8715085983276367e-02
LQ New: 7.4479818344116211e-02
Double Complex Precision
QR AOCL: 1.6304087638854980e-01
QR Reference: 1.6293811798095703e-01
QR New: 1.2791085243225098e-01
QL AOCL: 1.6497802734375000e-01
QL Reference: 1.6598701477050781e-01
QL New: 1.2809300422668457e-01
RQ AOCL: 1.6731190681457520e-01
RQ Reference: 1.6716194152832031e-01
RQ New: 1.4478492736816406e-01
LQ AOCL: 1.6451716423034668e-01
LQ Reference: 1.6475701332092285e-01
LQ New: 1.4356303215026855e-01
Single Precision
QR AOCL: 2.4542093276977539e-02
QR Reference: 2.5047063827514648e-02
QR New: 2.4408817291259766e-02
QL AOCL: 2.4595022201538086e-02
QL Reference: 2.5403976440429688e-02
QL New: 2.4369001388549805e-02
RQ AOCL: 2.8475999832153320e-02
RQ Reference: 2.9215097427368164e-02
RQ New: 2.4701118469238281e-02
LQ AOCL: 2.7956008911132812e-02
LQ Reference: 2.8545141220092773e-02
LQ New: 2.4707078933715820e-02
Double Precision
QR AOCL: 4.3031930923461914e-02
QR Reference: 4.3473005294799805e-02
QR New: 3.8980960845947266e-02
QL AOCL: 4.3544054031372070e-02
QL Reference: 4.4404983520507812e-02
QL New: 3.8846015930175781e-02
RQ AOCL: 5.0755977630615234e-02
RQ Reference: 5.1751136779785156e-02
RQ New: 4.2517185211181641e-02
LQ AOCL: 5.0200939178466797e-02
LQ Reference: 4.7888040542602539e-02
LQ New: 4.3026924133300781e-02
Single Complex Precision
QR AOCL: 8.4484100341796875e-02
QR Reference: 8.5389852523803711e-02
QR New: 7.3203086853027344e-02
QL AOCL: 7.8707933425903320e-02
QL Reference: 7.9967021942138672e-02
QL New: 7.3177099227905273e-02
RQ AOCL: 7.7256917953491211e-02
RQ Reference: 7.8455924987792969e-02
RQ New: 7.4671983718872070e-02
LQ AOCL: 7.8161001205444336e-02
LQ Reference: 7.8819036483764648e-02
LQ New: 7.4269056320190430e-02
Double Complex Precision
QR AOCL: 1.6313004493713379e-01
QR Reference: 1.6327691078186035e-01
QR New: 1.2812805175781250e-01
QL AOCL: 1.6512918472290039e-01
QL Reference: 1.6614103317260742e-01
QL New: 1.2836694717407227e-01
RQ AOCL: 1.6803002357482910e-01
RQ Reference: 1.6755795478820801e-01
RQ New: 1.4423799514770508e-01
LQ AOCL: 1.6442418098449707e-01
LQ Reference: 1.6572904586791992e-01
LQ New: 1.4453005790710449e-01
Single Precision
QR AOCL: 2.4667024612426758e-02
QR Reference: 2.4989128112792969e-02
QR New: 2.4430036544799805e-02
QL AOCL: 2.4662971496582031e-02
QL Reference: 2.5458097457885742e-02
QL New: 2.4488925933837891e-02
RQ AOCL: 2.8411865234375000e-02
RQ Reference: 2.9361009597778320e-02
RQ New: 2.4806022644042969e-02
LQ AOCL: 2.8126001358032227e-02
LQ Reference: 2.8431177139282227e-02
LQ New: 2.4705171585083008e-02
Double Precision
QR AOCL: 4.3024063110351562e-02
QR Reference: 4.3607950210571289e-02
QR New: 3.8969039916992188e-02
QL AOCL: 4.3525934219360352e-02
QL Reference: 4.4504880905151367e-02
QL New: 3.8859128952026367e-02
RQ AOCL: 5.1077842712402344e-02
RQ Reference: 5.2234888076782227e-02
RQ New: 4.2934179306030273e-02
LQ AOCL: 5.0075054168701172e-02
LQ Reference: 4.7751903533935547e-02
LQ New: 4.2890071868896484e-02
Single Complex Precision
QR AOCL: 8.0774068832397461e-02
QR Reference: 8.1439018249511719e-02
QR New: 7.3223829269409180e-02
QL AOCL: 7.8486919403076172e-02
QL Reference: 8.6424827575683594e-02
QL New: 7.3076009750366211e-02
RQ AOCL: 7.7450990676879883e-02
RQ Reference: 7.8397035598754883e-02
RQ New: 7.4527978897094727e-02
LQ AOCL: 7.8439950942993164e-02
LQ Reference: 7.8829050064086914e-02
LQ New: 7.4505090713500977e-02
Double Complex Precision
QR AOCL: 1.6317296028137207e-01
QR Reference: 1.6359210014343262e-01
QR New: 1.2830400466918945e-01
QL AOCL: 1.6545414924621582e-01
QL Reference: 1.6617417335510254e-01
QL New: 1.2798595428466797e-01
RQ AOCL: 1.6563701629638672e-01
RQ Reference: 1.6862702369689941e-01
RQ New: 1.4355897903442383e-01
LQ AOCL: 1.6403293609619141e-01
LQ Reference: 1.6562485694885254e-01
LQ New: 1.4439415931701660e-01
Single Precision
QR AOCL: 2.4898052215576172e-02
QR Reference: 2.5204896926879883e-02
QR New: 2.4580001831054688e-02
QL AOCL: 2.4827003479003906e-02
QL Reference: 2.5597095489501953e-02
QL New: 2.4529933929443359e-02
RQ AOCL: 2.9371976852416992e-02
RQ Reference: 3.0203104019165039e-02
RQ New: 2.5681018829345703e-02
LQ AOCL: 2.8483867645263672e-02
LQ Reference: 2.8978824615478516e-02
LQ New: 2.5076866149902344e-02
Double Precision
QR AOCL: 4.3208837509155273e-02
QR Reference: 4.3632030487060547e-02
QR New: 3.8862943649291992e-02
QL AOCL: 4.3549060821533203e-02
QL Reference: 4.4459104537963867e-02
QL New: 3.8861989974975586e-02
RQ AOCL: 5.1613807678222656e-02
RQ Reference: 5.2303075790405273e-02
RQ New: 4.3232917785644531e-02
LQ AOCL: 4.9757957458496094e-02
LQ Reference: 4.7677993774414062e-02
LQ New: 4.2462110519409180e-02
Single Complex Precision
QR AOCL: 8.0471992492675781e-02
QR Reference: 8.7673902511596680e-02
QR New: 7.4445962905883789e-02
QL AOCL: 7.8254938125610352e-02
QL Reference: 7.9270839691162109e-02
QL New: 7.3498964309692383e-02
RQ AOCL: 7.7349901199340820e-02
RQ Reference: 7.8389883041381836e-02
RQ New: 7.4724912643432617e-02
LQ AOCL: 7.9646825790405273e-02
LQ Reference: 7.8595161437988281e-02
LQ New: 7.4366807937622070e-02
Double Complex Precision
QR AOCL: 1.6318893432617188e-01
QR Reference: 1.6312289237976074e-01
QR New: 1.2817192077636719e-01
QL AOCL: 1.6509914398193359e-01
QL Reference: 1.6585683822631836e-01
QL New: 1.2808489799499512e-01
RQ AOCL: 1.6642904281616211e-01
RQ Reference: 1.6715216636657715e-01
RQ New: 1.4396691322326660e-01
LQ AOCL: 1.6446900367736816e-01
LQ Reference: 1.6522598266601562e-01
LQ New: 1.4461898803710938e-01
Single Precision
QR AOCL: 2.4680137634277344e-02
QR Reference: 2.5127887725830078e-02
QR New: 2.4495124816894531e-02
QL AOCL: 2.4746894836425781e-02
QL Reference: 2.5497198104858398e-02
QL New: 2.4514913558959961e-02
RQ AOCL: 2.8949022293090820e-02
RQ Reference: 2.9807090759277344e-02
RQ New: 2.5251150131225586e-02
LQ AOCL: 2.8465986251831055e-02
LQ Reference: 2.9040813446044922e-02
LQ New: 2.5154113769531250e-02
Double Precision
QR AOCL: 4.2993068695068359e-02
QR Reference: 4.3400049209594727e-02
QR New: 3.8918018341064453e-02
QL AOCL: 4.3511867523193359e-02
QL Reference: 4.4283866882324219e-02
QL New: 3.8875102996826172e-02
RQ AOCL: 5.0912857055664062e-02
RQ Reference: 5.2010059356689453e-02
RQ New: 4.2597055435180664e-02
LQ AOCL: 5.0198078155517578e-02
LQ Reference: 4.8031091690063477e-02
LQ New: 4.3012857437133789e-02
Single Complex Precision
QR AOCL: 8.0622911453247070e-02
QR Reference: 8.1542015075683594e-02
QR New: 7.3193073272705078e-02
QL AOCL: 7.8521013259887695e-02
QL Reference: 7.9177856445312500e-02
QL New: 7.3046922683715820e-02
RQ AOCL: 7.7201128005981445e-02
RQ Reference: 7.8412055969238281e-02
RQ New: 7.4536085128784180e-02
LQ AOCL: 7.7922105789184570e-02
LQ Reference: 7.8753948211669922e-02
LQ New: 7.4349164962768555e-02
Double Complex Precision
QR AOCL: 1.6361117362976074e-01
QR Reference: 1.6564798355102539e-01
QR New: 1.2802505493164062e-01
QL AOCL: 1.6519999504089355e-01
QL Reference: 1.6607308387756348e-01
QL New: 1.2862610816955566e-01
RQ AOCL: 1.6657090187072754e-01
RQ Reference: 1.6865491867065430e-01
RQ New: 1.4434003829956055e-01
LQ AOCL: 1.6389608383178711e-01
LQ Reference: 1.6599607467651367e-01
LQ New: 1.4487195014953613e-01
Single Precision
QR AOCL: 2.4682044982910156e-02
QR Reference: 2.5189876556396484e-02
QR New: 2.4470090866088867e-02
QL AOCL: 2.4571180343627930e-02
QL Reference: 2.5421142578125000e-02
QL New: 2.4412870407104492e-02
RQ AOCL: 2.8872966766357422e-02
RQ Reference: 2.9599905014038086e-02
RQ New: 2.5165081024169922e-02
LQ AOCL: 2.8760910034179688e-02
LQ Reference: 2.9155015945434570e-02
LQ New: 2.5295019149780273e-02
Double Precision
QR AOCL: 4.2913913726806641e-02
QR Reference: 4.3529033660888672e-02
QR New: 3.8949966430664062e-02
QL AOCL: 4.3751001358032227e-02
QL Reference: 4.4600009918212891e-02
QL New: 3.8723945617675781e-02
RQ AOCL: 5.1083087921142578e-02
RQ Reference: 5.1751136779785156e-02
RQ New: 4.2665958404541016e-02
LQ AOCL: 4.9606084823608398e-02
LQ Reference: 4.7758102416992188e-02
LQ New: 4.2484045028686523e-02
Single Complex Precision
QR AOCL: 8.0794095993041992e-02
QR Reference: 8.1556081771850586e-02
QR New: 7.3220014572143555e-02
QL AOCL: 7.8370094299316406e-02
QL Reference: 8.0041170120239258e-02
QL New: 7.2979927062988281e-02
RQ AOCL: 7.7113151550292969e-02
RQ Reference: 7.8196048736572266e-02
RQ New: 7.4527025222778320e-02
LQ AOCL: 7.7917098999023438e-02
LQ Reference: 7.8696012496948242e-02
LQ New: 7.4350118637084961e-02
Double Complex Precision
QR AOCL: 1.6242599487304688e-01
QR Reference: 1.6301894187927246e-01
QR New: 1.2781906127929688e-01
QL AOCL: 1.6506814956665039e-01
QL Reference: 1.6607213020324707e-01
QL New: 1.2807798385620117e-01
RQ AOCL: 1.6696190834045410e-01
RQ Reference: 1.6656684875488281e-01
RQ New: 1.4315104484558105e-01
LQ AOCL: 1.6534399986267090e-01
LQ Reference: 1.6485595703125000e-01
LQ New: 1.4359211921691895e-01
Single Precision
QR AOCL: 2.4402856826782227e-02
QR Reference: 2.4873971939086914e-02
QR New: 2.4434804916381836e-02
QL AOCL: 2.6247978210449219e-02
QL Reference: 2.6126861572265625e-02
QL New: 2.4381875991821289e-02
RQ AOCL: 2.8373956680297852e-02
RQ Reference: 2.9206037521362305e-02
RQ New: 2.4693012237548828e-02
LQ AOCL: 2.8025150299072266e-02
LQ Reference: 2.8580904006958008e-02
LQ New: 2.4768114089965820e-02
Double Precision
QR AOCL: 4.2737960815429688e-02
QR Reference: 4.3473958969116211e-02
QR New: 3.8919925689697266e-02
QL AOCL: 4.3629884719848633e-02
QL Reference: 4.4428110122680664e-02
QL New: 3.8833856582641602e-02
RQ AOCL: 5.0959110260009766e-02
RQ Reference: 5.1787137985229492e-02
RQ New: 4.3006181716918945e-02
LQ AOCL: 4.9664020538330078e-02
LQ Reference: 4.7451972961425781e-02
LQ New: 4.2369127273559570e-02
Single Complex Precision
QR AOCL: 8.4104061126708984e-02
QR Reference: 8.4665060043334961e-02
QR New: 7.3286056518554688e-02
QL AOCL: 7.8016996383666992e-02
QL Reference: 7.8752040863037109e-02
QL New: 7.3030948638916016e-02
RQ AOCL: 7.7041149139404297e-02
RQ Reference: 7.8128814697265625e-02
RQ New: 7.4414014816284180e-02
