m=1000 n=1000 k=1000
Testing file ran 10 times
Single Precision
LQ Reference: 5.2219390869140625e-01
LQ New: 4.4899082183837891e-01
Single Complex Precision
QR AOCL: 7.4781107902526855e-01
QR Reference: 7.5227189064025879e-01
QR New: 8.3820509910583496e-01
QL AOCL: 7.6148009300231934e-01
QL Reference: 7.5694799423217773e-01
QL New: 8.3746099472045898e-01
RQ AOCL: 1.0378139019012451e+00
RQ Reference: 1.0277440547943115e+00
RQ New: 9.5407891273498535e-01
LQ AOCL: 1.0308389663696289e+00
LQ Reference: 1.0260200500488281e+00
LQ New: 9.5446920394897461e-01
Double Complex Precision
QR AOCL: 1.3979110717773438e+00
QR Reference: 1.3980991840362549e+00
QR New: 1.2137138843536377e+00
QL AOCL: 1.4035570621490479e+00
QL Reference: 1.4044048786163330e+00
QL New: 1.2153129577636719e+00
RQ AOCL: 1.6463980674743652e+00
RQ Reference: 1.6463720798492432e+00
RQ New: 1.4383599758148193e+00
LQ AOCL: 1.6534821987152100e+00
LQ Reference: 1.6606819629669189e+00
LQ New: 1.4427819252014160e+00
Single Precision
QR AOCL: 1.7571496963500977e-01
QR Reference: 1.7722702026367188e-01
QR New: 1.8091607093811035e-01
QL AOCL: 1.7947411537170410e-01
QL Reference: 1.8203091621398926e-01
QL New: 1.8056797981262207e-01
RQ AOCL: 2.8951787948608398e-01
RQ Reference: 2.9037189483642578e-01
RQ New: 2.3432207107543945e-01
LQ AOCL: 2.8974294662475586e-01
LQ Reference: 3.1779503822326660e-01
LQ New: 2.2726988792419434e-01
Double Precision
QR AOCL: 3.7415814399719238e-01
QR Reference: 3.7381005287170410e-01
QR New: 3.6185908317565918e-01
QL AOCL: 3.7292098999023438e-01
QL Reference: 3.7426590919494629e-01
QL New: 3.5857582092285156e-01
RQ AOCL: 4.8874402046203613e-01
RQ Reference: 4.8634910583496094e-01
RQ New: 4.4391489028930664e-01
LQ AOCL: 4.9504590034484863e-01
LQ Reference: 5.1698994636535645e-01
LQ New: 4.4287300109863281e-01
Single Complex Precision
QR AOCL: 7.5406002998352051e-01
QR Reference: 7.5835704803466797e-01
QR New: 8.4331703186035156e-01
QL AOCL: 7.5626802444458008e-01
QL Reference: 7.6185894012451172e-01
QL New: 8.3882784843444824e-01
RQ AOCL: 1.0269339084625244e+00
RQ Reference: 1.0289990901947021e+00
RQ New: 9.5831203460693359e-01
LQ AOCL: 1.0366129875183105e+00
LQ Reference: 1.0359580516815186e+00
LQ New: 9.5474481582641602e-01
Double Complex Precision
QR AOCL: 1.4018628597259521e+00
QR Reference: 1.4038131237030029e+00
QR New: 1.2134008407592773e+00
QL AOCL: 1.4093439579010010e+00
QL Reference: 1.4095141887664795e+00
QL New: 1.2141039371490479e+00
RQ AOCL: 1.6523702144622803e+00
RQ Reference: 1.6615109443664551e+00
RQ New: 1.4414980411529541e+00
LQ AOCL: 1.6645290851593018e+00
LQ Reference: 1.6645541191101074e+00
LQ New: 1.4423239231109619e+00
m=7000 n=1000 k=1000
Testing file ran 10 times
Single Precision
QR AOCL: 2.1176195144653320e-01
QR Reference: 2.1224713325500488e-01
QR New: 2.1534681320190430e-01
QL AOCL: 2.1102499961853027e-01
QL Reference: 2.1262407302856445e-01
QL New: 2.1543383598327637e-01
RQ AOCL: 3.4864401817321777e-01
RQ Reference: 3.4790992736816406e-01
RQ New: 2.8121495246887207e-01
LQ AOCL: 3.5613918304443359e-01
LQ Reference: 3.7910199165344238e-01
LQ New: 2.7086400985717773e-01
Double Precision
QR AOCL: 4.3995189666748047e-01
QR Reference: 4.4013690948486328e-01
QR New: 4.2384314537048340e-01
QL AOCL: 4.4603800773620605e-01
QL Reference: 4.4289207458496094e-01
QL New: 4.2508602142333984e-01
RQ AOCL: 5.7561898231506348e-01
RQ Reference: 5.7679390907287598e-01
RQ New: 5.2558088302612305e-01
LQ AOCL: 5.8534193038940430e-01
LQ Reference: 6.0683512687683105e-01
LQ New: 5.1743388175964355e-01
Single Complex Precision
QR AOCL: 8.8864994049072266e-01
QR Reference: 8.8571906089782715e-01
QR New: 1.0196070671081543e+00
QL AOCL: 8.8892698287963867e-01
QL Reference: 8.9350390434265137e-01
QL New: 1.0151519775390625e+00
RQ AOCL: 1.2207729816436768e+00
RQ Reference: 1.2140619754791260e+00
RQ New: 1.1232140064239502e+00
LQ AOCL: 1.2220430374145508e+00
LQ Reference: 1.2203800678253174e+00
LQ New: 1.1209161281585693e+00
Double Complex Precision
QR AOCL: 1.6382150650024414e+00
QR Reference: 1.6404130458831787e+00
QR New: 1.4190480709075928e+00
QL AOCL: 1.6482977867126465e+00
QL Reference: 1.6496319770812988e+00
QL New: 1.4187021255493164e+00
RQ AOCL: 1.9804201126098633e+00
RQ Reference: 1.9877271652221680e+00
RQ New: 1.7133200168609619e+00
LQ AOCL: 1.9892790317535400e+00
LQ Reference: 1.9913671016693115e+00
LQ New: 1.7048370838165283e+00
Single Precision
QR AOCL: 2.1125411987304688e-01
QR Reference: 2.1151804924011230e-01
QR New: 2.1841192245483398e-01
QL AOCL: 2.1343708038330078e-01
QL Reference: 2.1443700790405273e-01
QL New: 2.1596002578735352e-01
RQ AOCL: 3.5045099258422852e-01
RQ Reference: 3.5272598266601562e-01
RQ New: 2.8550100326538086e-01
LQ AOCL: 3.5328078269958496e-01
LQ Reference: 3.8629007339477539e-01
LQ New: 2.7352905273437500e-01
Double Precision
QR AOCL: 4.4033312797546387e-01
QR Reference: 4.4336915016174316e-01
QR New: 4.3058609962463379e-01
QL AOCL: 4.4028115272521973e-01
QL Reference: 4.4231319427490234e-01
QL New: 4.2506694793701172e-01
RQ AOCL: 5.7250595092773438e-01
RQ Reference: 5.7649683952331543e-01
RQ New: 5.1947188377380371e-01
LQ AOCL: 5.8389616012573242e-01
LQ Reference: 6.1086082458496094e-01
LQ New: 5.1921010017395020e-01
Single Complex Precision
QR AOCL: 8.9025092124938965e-01
QR Reference: 8.9322400093078613e-01
QR New: 1.0157880783081055e+00
QL AOCL: 8.9324998855590820e-01
QL Reference: 8.9262509346008301e-01
QL New: 9.9570608139038086e-01
RQ AOCL: 1.2263510227203369e+00
RQ Reference: 1.2215290069580078e+00
RQ New: 1.1258230209350586e+00
LQ AOCL: 1.2179028987884521e+00
LQ Reference: 1.2227509021759033e+00
LQ New: 1.1185820102691650e+00
Double Complex Precision
QR AOCL: 1.6326990127563477e+00
QR Reference: 1.6340448856353760e+00
QR New: 1.4127249717712402e+00
QL AOCL: 1.6412999629974365e+00
QL Reference: 1.6429700851440430e+00
QL New: 1.4094061851501465e+00
RQ AOCL: 1.9803080558776855e+00
RQ Reference: 1.9791579246520996e+00
RQ New: 1.7031099796295166e+00
LQ AOCL: 1.9883458614349365e+00
LQ Reference: 1.9969959259033203e+00
LQ New: 1.7045578956604004e+00
Single Precision
QR AOCL: 2.1355509757995605e-01
QR Reference: 2.1475195884704590e-01
QR New: 2.1937108039855957e-01
QL AOCL: 2.1237015724182129e-01
QL Reference: 2.1565508842468262e-01
QL New: 2.1593904495239258e-01
RQ AOCL: 3.5283994674682617e-01
RQ Reference: 3.5908913612365723e-01
RQ New: 2.8867101669311523e-01
LQ AOCL: 3.5297107696533203e-01
LQ Reference: 3.8466906547546387e-01
LQ New: 2.7460694313049316e-01
Double Precision
QR AOCL: 4.4238209724426270e-01
QR Reference: 4.4543790817260742e-01
QR New: 4.2742514610290527e-01
QL AOCL: 4.4079709053039551e-01
QL Reference: 4.4261002540588379e-01
QL New: 4.2493796348571777e-01
RQ AOCL: 5.7557892799377441e-01
RQ Reference: 5.7487797737121582e-01
RQ New: 5.2050685882568359e-01
LQ AOCL: 5.8447813987731934e-01
LQ Reference: 6.0947012901306152e-01
LQ New: 5.2401804924011230e-01
Single Complex Precision
QR AOCL: 8.8772892951965332e-01
QR Reference: 8.8695812225341797e-01
QR New: 1.0166490077972412e+00
QL AOCL: 8.9176082611083984e-01
QL Reference: 8.9187383651733398e-01
QL New: 1.0211448669433594e+00
RQ AOCL: 1.2214190959930420e+00
RQ Reference: 1.2250440120697021e+00
RQ New: 1.1193709373474121e+00
LQ AOCL: 1.2219910621643066e+00
LQ Reference: 1.2158281803131104e+00
LQ New: 1.1206679344177246e+00
Double Complex Precision
QR AOCL: 1.6337690353393555e+00
QR Reference: 1.6331858634948730e+00
QR New: 1.4094939231872559e+00
QL AOCL: 1.6434991359710693e+00
QL Reference: 1.6450080871582031e+00
QL New: 1.4079420566558838e+00
RQ AOCL: 1.9819052219390869e+00
RQ Reference: 1.9834239482879639e+00
RQ New: 1.6999609470367432e+00
LQ AOCL: 1.9900839328765869e+00
LQ Reference: 1.9855608940124512e+00
LQ New: 1.7049820423126221e+00
Single Precision
QR AOCL: 2.1783804893493652e-01
QR Reference: 2.1874618530273438e-01
QR New: 2.2396612167358398e-01
QL AOCL: 2.1673107147216797e-01
QL Reference: 2.1707201004028320e-01
QL New: 2.1911096572875977e-01
RQ AOCL: 3.5481286048889160e-01
RQ Reference: 3.5613894462585449e-01
RQ New: 2.8857111930847168e-01
LQ AOCL: 3.6256384849548340e-01
LQ Reference: 3.9716601371765137e-01
LQ New: 2.7673697471618652e-01
Double Precision
QR AOCL: 4.4796705245971680e-01
QR Reference: 4.5194506645202637e-01
QR New: 4.3888211250305176e-01
QL AOCL: 4.4719982147216797e-01
QL Reference: 4.5257806777954102e-01
QL New: 4.3135905265808105e-01
RQ AOCL: 5.7997798919677734e-01
RQ Reference: 5.8472108840942383e-01
RQ New: 5.2753210067749023e-01
LQ AOCL: 5.9883189201354980e-01
LQ Reference: 6.1932015419006348e-01
LQ New: 5.2572894096374512e-01
Single Complex Precision
QR AOCL: 8.9639115333557129e-01
QR Reference: 9.0573787689208984e-01
QR New: 1.0249481201171875e+00
QL AOCL: 8.9825606346130371e-01
QL Reference: 9.0897703170776367e-01
QL New: 1.0277359485626221e+00
RQ AOCL: 1.2400989532470703e+00
RQ Reference: 1.2371289730072021e+00
RQ New: 1.1340298652648926e+00
LQ AOCL: 1.2343809604644775e+00
LQ Reference: 1.2301869392395020e+00
LQ New: 1.1312870979309082e+00
Double Complex Precision
QR AOCL: 1.6439139842987061e+00
QR Reference: 1.6432068347930908e+00
QR New: 1.4179468154907227e+00
QL AOCL: 1.6546280384063721e+00
QL Reference: 1.6561160087585449e+00
QL New: 1.4162020683288574e+00
RQ AOCL: 2.0086979866027832e+00
RQ Reference: 2.0146241188049316e+00
RQ New: 1.7275588512420654e+00
LQ AOCL: 2.0120751857757568e+00
LQ Reference: 2.0198488235473633e+00
LQ New: 1.7300570011138916e+00
Single Precision
QR AOCL: 2.2086596488952637e-01
QR Reference: 2.1581006050109863e-01
QR New: 2.1844482421875000e-01
QL AOCL: 2.1603393554687500e-01
QL Reference: 2.1751499176025391e-01
QL New: 2.2140693664550781e-01
RQ AOCL: 3.5211801528930664e-01
RQ Reference: 3.5589289665222168e-01
RQ New: 2.8826618194580078e-01
LQ AOCL: 3.5838699340820312e-01
LQ Reference: 3.9707398414611816e-01
LQ New: 2.7482104301452637e-01
Double Precision
QR AOCL: 4.5313096046447754e-01
QR Reference: 4.4712209701538086e-01
QR New: 4.3074393272399902e-01
QL AOCL: 4.4751000404357910e-01
QL Reference: 4.5149111747741699e-01
QL New: 4.3079400062561035e-01
RQ AOCL: 5.8488798141479492e-01
RQ Reference: 5.8445692062377930e-01
RQ New: 5.2440309524536133e-01
LQ AOCL: 5.9097599983215332e-01
LQ Reference: 6.2220692634582520e-01
LQ New: 5.2439308166503906e-01
Single Complex Precision
QR AOCL: 8.9981818199157715e-01
QR Reference: 8.9935088157653809e-01
QR New: 1.0291461944580078e+00
QL AOCL: 9.0333700180053711e-01
QL Reference: 9.1255116462707520e-01
QL New: 1.0209078788757324e+00
RQ AOCL: 1.2390148639678955e+00
RQ Reference: 1.2262320518493652e+00
RQ New: 1.1346390247344971e+00
LQ AOCL: 1.2295610904693604e+00
LQ Reference: 1.2329988479614258e+00
LQ New: 1.1274869441986084e+00
Double Complex Precision
QR AOCL: 1.6436679363250732e+00
QR Reference: 1.6428971290588379e+00
QR New: 1.4299809932708740e+00
QL AOCL: 1.6545100212097168e+00
QL Reference: 1.6548819541931152e+00
QL New: 1.4268848896026611e+00
RQ AOCL: 2.0103979110717773e+00
RQ Reference: 2.0167760848999023e+00
RQ New: 1.7254331111907959e+00
LQ AOCL: 2.0041868686676025e+00
LQ Reference: 2.0147609710693359e+00
LQ New: 1.7189700603485107e+00
Single Precision
QR AOCL: 2.1624398231506348e-01
QR Reference: 2.1750187873840332e-01
QR New: 2.2037196159362793e-01
QL AOCL: 2.2323083877563477e-01
QL Reference: 2.1898984909057617e-01
QL New: 2.3971295356750488e-01
RQ AOCL: 3.5282802581787109e-01
RQ Reference: 3.5626196861267090e-01
RQ New: 2.8951191902160645e-01
LQ AOCL: 3.6052823066711426e-01
LQ Reference: 3.8930201530456543e-01
LQ New: 2.7694797515869141e-01
Double Precision
QR AOCL: 4.4687008857727051e-01
QR Reference: 4.4748806953430176e-01
QR New: 4.3121504783630371e-01
QL AOCL: 4.4925284385681152e-01
QL Reference: 4.4935202598571777e-01
QL New: 4.3268704414367676e-01
RQ AOCL: 5.8287906646728516e-01
RQ Reference: 5.8444499969482422e-01
RQ New: 5.2378106117248535e-01
LQ AOCL: 5.9197402000427246e-01
LQ Reference: 6.2128019332885742e-01
LQ New: 5.2624416351318359e-01
Single Complex Precision
QR AOCL: 8.9733505249023438e-01
QR Reference: 8.9611887931823730e-01
QR New: 1.0245239734649658e+00
QL AOCL: 9.0821886062622070e-01
QL Reference: 9.0390181541442871e-01
QL New: 1.0127661228179932e+00
RQ AOCL: 1.2363510131835938e+00
RQ Reference: 1.2253510951995850e+00
RQ New: 1.1465251445770264e+00
LQ AOCL: 1.2314031124114990e+00
LQ Reference: 1.2396841049194336e+00
LQ New: 1.1357638835906982e+00
Double Complex Precision
QR AOCL: 1.6566491127014160e+00
QR Reference: 1.6561050415039062e+00
QR New: 1.4370338916778564e+00
QL AOCL: 1.6647310256958008e+00
QL Reference: 1.6654651165008545e+00
QL New: 1.4386799335479736e+00
RQ AOCL: 2.0159008502960205e+00
RQ Reference: 2.0096459388732910e+00
RQ New: 1.7322909832000732e+00
LQ AOCL: 2.0146338939666748e+00
LQ Reference: 2.0242829322814941e+00
LQ New: 1.7346978187561035e+00
Single Precision
QR AOCL: 2.1721720695495605e-01
QR Reference: 2.1758699417114258e-01
QR New: 2.2035503387451172e-01
QL AOCL: 2.1521997451782227e-01
QL Reference: 2.1700000762939453e-01
QL New: 2.2080183029174805e-01
RQ AOCL: 3.5129809379577637e-01
RQ Reference: 3.6595702171325684e-01
RQ New: 2.9227209091186523e-01
LQ AOCL: 3.6538410186767578e-01
LQ Reference: 3.9000415802001953e-01
LQ New: 2.8025794029235840e-01
Double Precision
QR AOCL: 4.4688296318054199e-01
QR Reference: 4.5149397850036621e-01
QR New: 4.3052196502685547e-01
QL AOCL: 4.4792103767395020e-01
QL Reference: 4.4880795478820801e-01
QL New: 4.3676114082336426e-01
RQ AOCL: 5.8088588714599609e-01
RQ Reference: 5.8180809020996094e-01
RQ New: 5.2735590934753418e-01
LQ AOCL: 5.9620189666748047e-01
LQ Reference: 6.2102198600769043e-01
LQ New: 5.2703309059143066e-01
Single Complex Precision
QR AOCL: 8.9250183105468750e-01
QR Reference: 8.9514017105102539e-01
QR New: 1.0304760932922363e+00
QL AOCL: 9.0285301208496094e-01
QL Reference: 9.0509986877441406e-01
QL New: 1.0271580219268799e+00
RQ AOCL: 1.2284231185913086e+00
RQ Reference: 1.2208878993988037e+00
RQ New: 1.1421809196472168e+00
LQ AOCL: 1.2292628288269043e+00
LQ Reference: 1.2305500507354736e+00
LQ New: 1.1303651332855225e+00
Double Complex Precision
QR AOCL: 1.7174630165100098e+00
QR Reference: 1.7123529911041260e+00
QR New: 1.4130058288574219e+00
QL AOCL: 1.6567020416259766e+00
QL Reference: 1.6563589572906494e+00
QL New: 1.4085161685943604e+00
RQ AOCL: 1.9856040477752686e+00
RQ Reference: 1.9924581050872803e+00
RQ New: 1.7029209136962891e+00
LQ AOCL: 1.9973368644714355e+00
LQ Reference: 1.9959352016448975e+00
LQ New: 1.7056598663330078e+00
Single Precision
QR AOCL: 2.1648406982421875e-01
QR Reference: 2.1785807609558105e-01
QR New: 2.2144508361816406e-01
QL AOCL: 2.2109079360961914e-01
QL Reference: 2.1865200996398926e-01
QL New: 2.2641205787658691e-01
RQ AOCL: 3.5271501541137695e-01
RQ Reference: 3.5630607604980469e-01
RQ New: 2.9370594024658203e-01
LQ AOCL: 3.5545086860656738e-01
LQ Reference: 3.8829517364501953e-01
LQ New: 2.7716612815856934e-01
Double Precision
QR AOCL: 4.4784998893737793e-01
QR Reference: 4.4819116592407227e-01
QR New: 4.3241000175476074e-01
QL AOCL: 4.5417499542236328e-01
QL Reference: 4.4828200340270996e-01
QL New: 4.2898511886596680e-01
RQ AOCL: 5.8126997947692871e-01
RQ Reference: 5.8578896522521973e-01
RQ New: 5.3090405464172363e-01
LQ AOCL: 5.9095287322998047e-01
LQ Reference: 6.1974596977233887e-01
LQ New: 5.2724099159240723e-01
Single Complex Precision
QR AOCL: 9.0139889717102051e-01
QR Reference: 8.9432883262634277e-01
QR New: 1.0261478424072266e+00
QL AOCL: 9.0558481216430664e-01
QL Reference: 8.9976096153259277e-01
QL New: 1.0253469944000244e+00
RQ AOCL: 1.2306449413299561e+00
RQ Reference: 1.2303848266601562e+00
RQ New: 1.1361210346221924e+00
LQ AOCL: 1.2340772151947021e+00
LQ Reference: 1.2324428558349609e+00
LQ New: 1.1343128681182861e+00
Double Complex Precision
QR AOCL: 1.6437139511108398e+00
QR Reference: 1.6438100337982178e+00
QR New: 1.4254980087280273e+00
QL AOCL: 1.6547420024871826e+00
QL Reference: 1.6557600498199463e+00
QL New: 1.4230749607086182e+00
RQ AOCL: 2.0164451599121094e+00
RQ Reference: 2.0026931762695312e+00
RQ New: 1.7320220470428467e+00
LQ AOCL: 2.0118861198425293e+00
LQ Reference: 2.0130150318145752e+00
LQ New: 1.7258079051971436e+00
Single Precision
QR AOCL: 2.1537685394287109e-01
QR Reference: 2.2153306007385254e-01
QR New: 2.1983599662780762e-01
QL AOCL: 2.1665596961975098e-01
QL Reference: 2.1992802619934082e-01
QL New: 2.2496294975280762e-01
RQ AOCL: 3.5500812530517578e-01
RQ Reference: 3.5659289360046387e-01
RQ New: 2.8917789459228516e-01
LQ AOCL: 3.5894322395324707e-01
LQ Reference: 3.9119911193847656e-01
LQ New: 2.7864789962768555e-01
Double Precision
QR AOCL: 4.4587802886962891e-01
QR Reference: 4.5035505294799805e-01
QR New: 4.3359208106994629e-01
QL AOCL: 4.4755315780639648e-01
QL Reference: 4.4767999649047852e-01
QL New: 4.3013310432434082e-01
RQ AOCL: 5.8241105079650879e-01
RQ Reference: 5.8099198341369629e-01
RQ New: 5.2562403678894043e-01
LQ AOCL: 5.9262895584106445e-01
LQ Reference: 6.2130379676818848e-01
LQ New: 5.2483606338500977e-01
Single Complex Precision
QR AOCL: 8.9733099937438965e-01
QR Reference: 9.0050792694091797e-01
QR New: 1.0193080902099609e+00
QL AOCL: 9.0968704223632812e-01
QL Reference: 9.0040993690490723e-01
QL New: 1.0090498924255371e+00
RQ AOCL: 1.2313377857208252e+00
RQ Reference: 1.2289369106292725e+00
RQ New: 1.1433520317077637e+00
LQ AOCL: 1.2324969768524170e+00
LQ Reference: 1.2282819747924805e+00
LQ New: 1.1356749534606934e+00
Double Complex Precision
QR AOCL: 1.6504600048065186e+00
QR Reference: 1.6502721309661865e+00
QR New: 1.4254710674285889e+00
QL AOCL: 1.6581270694732666e+00
QL Reference: 1.6588840484619141e+00
QL New: 1.4270260334014893e+00
RQ AOCL: 2.0086650848388672e+00
RQ Reference: 2.0075120925903320e+00
RQ New: 1.7332692146301270e+00
LQ AOCL: 2.0201070308685303e+00
LQ Reference: 2.0153179168701172e+00
LQ New: 1.7236151695251465e+00
Single Precision
QR AOCL: 2.1595096588134766e-01
QR Reference: 2.1626591682434082e-01
QR New: 2.1943807601928711e-01
QL AOCL: 2.1709513664245605e-01
QL Reference: 2.2036123275756836e-01
QL New: 2.2604298591613770e-01
RQ AOCL: 3.5367894172668457e-01
RQ Reference: 3.5749506950378418e-01
RQ New: 2.8973793983459473e-01
LQ AOCL: 3.6393284797668457e-01
LQ Reference: 3.9329791069030762e-01
LQ New: 2.7445292472839355e-01
Double Precision
QR AOCL: 4.5036482810974121e-01
QR Reference: 4.4546484947204590e-01
QR New: 4.3021416664123535e-01
QL AOCL: 4.4771409034729004e-01
QL Reference: 4.5034408569335938e-01
QL New: 4.3371605873107910e-01
RQ AOCL: 5.8222508430480957e-01
RQ Reference: 5.8214807510375977e-01
RQ New: 5.2670979499816895e-01
LQ AOCL: 5.9247899055480957e-01
LQ Reference: 6.1786818504333496e-01
LQ New: 5.2530503273010254e-01
Single Complex Precision
QR AOCL: 8.9721894264221191e-01
QR Reference: 8.9577579498291016e-01
QR New: 1.0221481323242188e+00
QL AOCL: 8.9949893951416016e-01
QL Reference: 9.1144299507141113e-01
QL New: 1.0220551490783691e+00
RQ AOCL: 1.2285130023956299e+00
RQ Reference: 1.2312619686126709e+00
RQ New: 1.1359710693359375e+00
LQ AOCL: 1.2298460006713867e+00
LQ Reference: 1.2219021320343018e+00
LQ New: 1.1260988712310791e+00
Double Complex Precision
QR AOCL: 1.6403279304504395e+00
QR Reference: 1.6408791542053223e+00
QR New: 1.4149420261383057e+00
QL AOCL: 1.6488311290740967e+00
QL Reference: 1.6520891189575195e+00
QL New: 1.4136588573455811e+00
RQ AOCL: 1.9842231273651123e+00
RQ Reference: 1.9948849678039551e+00
RQ New: 1.7248530387878418e+00
LQ AOCL: 2.0117559432983398e+00
LQ Reference: 2.0186431407928467e+00
LQ New: 1.7202210426330566e+00
m=8000 n=1000 k=1000
Testing file ran 10 times
Single Precision
QR AOCL: 2.5197601318359375e-01
QR Reference: 2.5198101997375488e-01
QR New: 2.5297117233276367e-01
QL AOCL: 2.5900006294250488e-01
QL Reference: 2.5362300872802734e-01
QL New: 2.5326895713806152e-01
RQ AOCL: 4.1117811203002930e-01
RQ Reference: 4.1945695877075195e-01
RQ New: 3.3902692794799805e-01
LQ AOCL: 4.1442704200744629e-01
LQ Reference: 4.5713591575622559e-01
LQ New: 3.2010984420776367e-01
Double Precision
QR AOCL: 5.1399612426757812e-01
QR Reference: 5.1804995536804199e-01
QR New: 5.0477504730224609e-01
QL AOCL: 5.1739621162414551e-01
QL Reference: 5.1898407936096191e-01
QL New: 5.0254106521606445e-01
RQ AOCL: 6.7121601104736328e-01
RQ Reference: 6.7195677757263184e-01
RQ New: 6.0879206657409668e-01
LQ AOCL: 6.8093299865722656e-01
LQ Reference: 7.1677994728088379e-01
LQ New: 6.0852098464965820e-01
Single Complex Precision
QR AOCL: 1.0328340530395508e+00
QR Reference: 1.0365948677062988e+00
QR New: 1.2848119735717773e+00
QL AOCL: 1.0449850559234619e+00
QL Reference: 1.0381679534912109e+00
QL New: 1.2691240310668945e+00
RQ AOCL: 1.4114131927490234e+00
RQ Reference: 1.4178040027618408e+00
RQ New: 1.3059749603271484e+00
LQ AOCL: 1.4230659008026123e+00
LQ Reference: 1.4069821834564209e+00
LQ New: 1.2869780063629150e+00
Double Complex Precision
QR AOCL: 1.9022929668426514e+00
QR Reference: 1.9034278392791748e+00
QR New: 1.8497951030731201e+00
QL AOCL: 1.9088227748870850e+00
QL Reference: 1.9097418785095215e+00
QL New: 1.8460838794708252e+00
RQ AOCL: 2.3857870101928711e+00
RQ Reference: 2.3962979316711426e+00
RQ New: 2.0312957763671875e+00
LQ AOCL: 2.3988709449768066e+00
LQ Reference: 2.3795878887176514e+00
LQ New: 2.0291700363159180e+00
Single Precision
QR AOCL: 2.5161314010620117e-01
QR Reference: 2.5356197357177734e-01
QR New: 2.5841903686523438e-01
QL AOCL: 2.5137305259704590e-01
QL Reference: 2.5324797630310059e-01
QL New: 2.5410318374633789e-01
RQ AOCL: 4.1119289398193359e-01
RQ Reference: 4.1323590278625488e-01
RQ New: 3.4062314033508301e-01
LQ AOCL: 4.2178797721862793e-01
LQ Reference: 4.5120000839233398e-01
LQ New: 3.1990003585815430e-01
Double Precision
QR AOCL: 5.1816892623901367e-01
QR Reference: 5.1519703865051270e-01
QR New: 5.0523495674133301e-01
QL AOCL: 5.1520800590515137e-01
QL Reference: 5.1576709747314453e-01
QL New: 4.9832606315612793e-01
RQ AOCL: 6.6998887062072754e-01
RQ Reference: 6.7105293273925781e-01
RQ New: 6.1639904975891113e-01
LQ AOCL: 6.8316197395324707e-01
LQ Reference: 7.1727395057678223e-01
LQ New: 6.1105608940124512e-01
Single Complex Precision
QR AOCL: 1.0350849628448486e+00
QR Reference: 1.0392100811004639e+00
QR New: 1.2815370559692383e+00
QL AOCL: 1.0361099243164062e+00
QL Reference: 1.0409741401672363e+00
QL New: 1.2883980274200439e+00
RQ AOCL: 1.4212439060211182e+00
RQ Reference: 1.4218649864196777e+00
RQ New: 1.3128190040588379e+00
LQ AOCL: 1.4288868904113770e+00
LQ Reference: 1.4421429634094238e+00
LQ New: 1.2983620166778564e+00
Double Complex Precision
QR AOCL: 1.9025549888610840e+00
QR Reference: 1.9035458564758301e+00
QR New: 1.8429579734802246e+00
QL AOCL: 1.9100339412689209e+00
QL Reference: 1.9106478691101074e+00
QL New: 1.8434619903564453e+00
RQ AOCL: 2.3802359104156494e+00
RQ Reference: 2.4098749160766602e+00
RQ New: 2.0375192165374756e+00
LQ AOCL: 2.4558579921722412e+00
LQ Reference: 2.4149949550628662e+00
LQ New: 2.0260338783264160e+00
Single Precision
QR AOCL: 2.5254607200622559e-01
QR Reference: 2.5224995613098145e-01
QR New: 2.5446891784667969e-01
QL AOCL: 2.6118683815002441e-01
QL Reference: 2.5326299667358398e-01
QL New: 2.5473499298095703e-01
RQ AOCL: 4.1001200675964355e-01
RQ Reference: 4.1713714599609375e-01
RQ New: 3.3858108520507812e-01
LQ AOCL: 4.1552281379699707e-01
LQ Reference: 4.5699977874755859e-01
LQ New: 3.2055807113647461e-01
Double Precision
QR AOCL: 5.1427602767944336e-01
QR Reference: 5.1518416404724121e-01
QR New: 5.0181794166564941e-01
QL AOCL: 5.1588082313537598e-01
QL Reference: 5.2122688293457031e-01
QL New: 5.0196886062622070e-01
RQ AOCL: 6.7120099067687988e-01
RQ Reference: 6.7021012306213379e-01
RQ New: 6.0783815383911133e-01
LQ AOCL: 6.8091607093811035e-01
LQ Reference: 7.1680808067321777e-01
LQ New: 6.0628390312194824e-01
Single Complex Precision
QR AOCL: 1.0400640964508057e+00
QR Reference: 1.0299119949340820e+00
QR New: 1.2793409824371338e+00
QL AOCL: 1.0402650833129883e+00
QL Reference: 1.0460691452026367e+00
QL New: 1.2773580551147461e+00
RQ AOCL: 1.4266848564147949e+00
RQ Reference: 1.4170081615447998e+00
RQ New: 1.3109610080718994e+00
LQ AOCL: 1.4209561347961426e+00
LQ Reference: 1.4293169975280762e+00
LQ New: 1.2963588237762451e+00
Double Complex Precision
QR AOCL: 1.9005081653594971e+00
QR Reference: 1.9033608436584473e+00
QR New: 1.8470280170440674e+00
QL AOCL: 1.9109458923339844e+00
QL Reference: 1.9077880382537842e+00
QL New: 1.8439800739288330e+00
RQ AOCL: 2.3912770748138428e+00
RQ Reference: 2.3840417861938477e+00
RQ New: 2.0310308933258057e+00
LQ AOCL: 2.3784680366516113e+00
LQ Reference: 2.3939719200134277e+00
LQ New: 2.0419900417327881e+00
Single Precision
QR AOCL: 2.5428795814514160e-01
QR Reference: 2.5159311294555664e-01
QR New: 2.5374698638916016e-01
QL AOCL: 2.5215697288513184e-01
